GEOID,UERPCTCHG,PCIPCTCHG,POVPCTCHG
a,a,a,a
a,a,a,a
a,a,a,a
a,a,a,a
a,a,a,a
a,a,a,a
a,a,a,a
a,a,a,a
a,a,a,a
17031803300,0.1,18.2,-2.6
17031803400,1.5,15.6,2.6
17031803500,2.2,-6.1,3.9
17031803603,-2.6,21.7,0.2
17031803604,-1.4,1.1,-4.9
17031803605,3,-7.3,7.3
17031803606,-6.3,7.3,-7.4
17031803607,-1.1,16.4,0
17031803608,0.2,15.1,3
17031803610,-1.5,4.4,-2.1
17031803611,1.5,21,15.8
17031803612,-4.9,-8,12.9
17031803701,-3.4,-14.3,3.7
17031803702,0,28.7,-4.5
17031803800,2.8,2.3,1
17031803901,5,20.4,7.4
17031803902,-0.7,41.4,-0.6
17031804000,2.1,13.1,1.7
17031804102,-2.7,6.3,-0.7
17031804104,0.4,49.6,-2.2
17031804105,-2.4,3.3,1.1
17031804106,-1,4.2,1.8
17031804108,0.2,7,-1.5
17031804109,2.1,-19.8,-2.7
17031804201,1.1,-5.9,4.7
17031804202,1.4,16.8,-1.7
17031804305,-1.8,1.6,-1
17031804306,5.5,2.6,0.9
17031804308,-0.7,4,0
17031804309,-0.3,30.9,-5.7
17031804310,-3.1,7.5,0.3
17031804311,1,1.8,6.7
17031804403,0.8,10.5,14.5
17031804404,1.2,-2.1,-1
17031804405,3.3,6.4,9
17031804406,-0.9,-13.4,-0.6
17031804505,-2.3,0.4,7.4
17031804506,-2.4,7.3,-3.3
17031804507,2,8.1,-3.5
17031804508,-6.4,22.6,9.5
17031804509,0.3,8.8,-11.1
17031804510,-2.8,6.6,7.6
17031804511,-1.1,-1,6.9
17031804603,-8.5,12,-8.5
17031804606,-0.6,-1.6,0.2
17031804607,1.1,11.7,0.5
17031804608,3.3,1.9,5
17031804609,0.1,-1.5,-1.6
17031804610,-3.3,38,-6
17031804611,3,21.8,-3.5
17031804701,-6.2,3.6,-3.4
17031804705,0.9,11,-1.3
17031804706,-3.9,10.7,-0.9
17031804709,-4.1,21.2,-6.5
17031804710,-1.7,20.6,-0.3
17031804711,-4,-13.1,5.3
17031804712,1.5,13.4,-2.1
17031804713,-1.1,0.1,2
17031804714,1.1,11.1,1.7
17031804715,-1.8,11.8,0.8
17031804716,4.9,-12.3,0.2
17031804803,3.2,5.6,3.1
17031804804,-2.6,16.2,-3.1
17031804805,-3.1,-6.4,-0.2
17031804806,-5.3,15.8,-3.1
17031804807,-4.6,-1.1,1
17031804808,2.8,-3.3,2.7
17031804809,-1.8,5.4,1.1
17031804810,1.8,-7,3
17031804901,-2.5,19.1,0.4
17031804902,0.8,-13.3,1.5
17031805001,-4.9,2.3,-2.7
17031805002,2,0.9,-0.9
17031805105,0.3,7.5,1.7
17031805106,-6.2,-2.3,-0.3
17031805107,0.4,3.2,-6.2
17031805108,0.6,5.3,-5.3
17031805109,-1.5,3.7,-1.6
17031805110,-5.5,2,5
17031805111,-2.8,-2.4,1.8
17031805112,3.6,-6.1,-4.1
17031805201,5,5.7,-3.9
17031805202,-2.3,10.8,2.7
17031805301,-7,-9.4,7.4
17031805302,1.7,6.7,3.3
17031805401,2.7,15.1,-0.9
17031805402,-3.5,-14.4,11.1
17031805501,3.7,2.4,0.7
17031805502,-1.4,15.6,2.5
17031805600,-4.1,8.2,0.5
17031805701,-2,-4.5,1.5
17031805702,2,15.8,2.2
17031805801,4.8,-2,2
17031805802,-0.8,18.1,-1
17031805901,-5.7,-4.6,2.1
17031805902,-0.6,9.3,9.8
17031806001,-0.7,10.4,-7.5
17031806002,-0.9,17.1,14.3
17031806003,-6.1,3.2,3.8
17031806004,2.9,32.8,-3.3
17031806102,1.5,11.1,-0.4
17031806103,-1.5,9.5,2
17031806104,-6.7,-15.8,10.6
17031806201,0.9,18.3,-4.1
17031806202,-0.7,4.3,2.1
17031806300,-0.9,6.2,1.4
17031806400,-6.3,-7.3,19.6
17031806501,-0.1,13.3,-0.2
17031806502,2.7,3.8,1.1
17031806600,-5.1,13.1,3.9
17031806700,4,26.1,0.6
17031806801,-0.1,-1.2,7.1
17031806802,1.3,19.9,3.6
17031806900,-1.3,41.9,2
17031807000,-5.4,-19.1,-0.2
17031807100,4,16.4,-4.4
17031807200,1.4,29.8,6.2
17031807300,-8.6,-2.7,3.1
17031807400,0.5,-17.9,5.4
17031807500,-4,25.2,-5.9
17031807600,-6.2,10.7,2
17031807700,1.5,-13.9,1.5
17031807800,-4.6,23.6,-4.8
17031807900,-0.9,-10.5,1.5
17031808001,-2.2,13.4,1.4
17031808002,-2.2,16.8,-2
17031808100,-2.5,-10.5,6.3
17031808200,-5.2,15,0.7
17031808301,-7.9,-2.4,4.6
17031808302,1.6,10.8,3.3
17031808400,-1.2,-9,-1.4
17031808500,4.2,-10.8,7.9
17031808600,-1.6,2.7,0.5
17031808702,1.7,65,-1.3
17031808800,-2.4,17.6,-0.2
17031808900,2.3,13.3,2.7
17031809000,3.7,-7,0.2
17031809100,-0.4,-10.1,0.4
17031809200,1.6,-12.5,9.6
17031809300,-6.2,2.2,8.9
17031809400,-1.1,-7.7,9.6
17031809500,-0.4,11.5,3.3
17031809600,0.8,-12,-1.8
17031809700,-10.4,11,1.2
17031809800,2.5,33.2,1
17031809900,0,-16.9,2.8
17031810000,0.5,28.1,1
17031810100,1.7,-7.1,10.3
17031810200,-2,-11.4,-10.8
17031810301,-2,12.1,3.2
17031810302,-1.3,-7.1,-3.9
17031810400,-1.3,4.6,2.2
17031810501,-1.3,35,5.2
17031810502,2.9,-12.5,4.6
17031810600,0.8,3.4,6
17031810701,0.9,8.2,8.3
17031810702,-0.8,6.1,2.3
17031810800,-2.4,1.5,4.6
17031810900,-1.4,-13.9,2.6
17031811000,-0.2,4.9,4.1
17031811100,-6.3,9.7,0
17031811200,-1.8,6.6,-1.9
17031811301,-1.4,17.9,-2
17031811302,-0.4,0.4,0.3
17031811401,-0.2,25.5,-1.8
17031811402,-0.8,38.2,0.2
17031811500,0.1,18.8,-0.8
17031811600,1.6,-13.6,15.3
17031811701,-4.2,21.9,-2.9
17031811702,1.4,-10.4,11.1
17031811800,0.8,-8.4,13.7
17031811900,-1.5,-1.5,2.3
17031812000,-1.9,19.5,-3.9
17031812100,-0.9,20.4,-3
17031812200,4,22.5,0.8
17031812301,0.6,-2.4,4.2
17031812302,3.7,20.4,4.9
17031812400,4.2,-3.8,2.2
17031812500,0.1,4.1,-1.8
17031812600,-3.4,10,4.7
17031812700,-1.9,27.5,2
17031812801,7.6,1.7,10.8
17031812802,8.1,-10.1,2.6
17031812900,-0.3,5.9,1
17031813000,3,16.7,0.6
17031813100,-6,11.4,4.6
17031813200,0.4,19,-0.8
17031813301,3.7,-7.6,-1.1
17031813302,-2.4,42.2,4
17031813400,-4.4,-12,14.9
17031813500,1.2,24.8,2.2
17031813600,-3.6,24.7,1.8
17031813701,-5.3,81.4,19.7
17031813702,-6.6,-13,8.6
17031813801,-1.8,-1.9,7.7
17031813802,1.6,8.4,-5.9
17031813900,-3.4,0.1,3.7
17031814000,-8.9,6,-3.1
17031814100,-0.9,10.8,2
17031814200,-2,6.4,10.6
17031814300,5.6,-13.9,7.2
17031814400,-0.1,-8,11.7
17031814500,6.1,13.3,-5.3
17031814600,0.1,14.5,12.2
17031814700,-5.4,24.6,5
17031814800,-2.8,16.1,-1.8
17031814900,3,-3.1,-0.2
17031815000,1.1,3.8,-1.7
17031815100,0,37.9,-11.4
17031815200,0,0.2,0.9
17031815300,2.3,5.6,4.1
17031815400,0.9,13.3,-3.2
17031815500,-3.8,29.2,-1.6
17031815600,0.1,-12,5.4
17031815701,-0.8,23.2,0
17031815702,2,12.7,4.8
17031815800,2.2,-6.4,1.6
17031815900,1.2,31.8,6.2
17031816000,-3.1,26.8,-4.3
17031816100,3.5,-10.7,5.3
17031816200,-3.6,33.3,2.2
17031816300,-5.7,13,2.9
17031816401,-3.9,27.6,3.7
17031816402,-8.2,-1.4,2.6
17031816500,-1.5,2.5,17.1
17031816600,3.5,-4.1,8.5
17031816700,-2.8,33.6,6.4
17031816800,-7.6,21.8,3
17031816900,-1.5,-4.3,0.5
17031817000,-5.3,9.3,6.7
17031817101,3.3,12.6,4.9
17031817102,-1.9,41.3,-10.5
17031817200,12.7,-10.9,8.1
17031817300,0.4,-21.8,17.5
17031817400,-1.3,-18.5,8.4
17031817500,-6.8,4.7,8.7
17031817600,-5.5,21.7,-11.9
17031817700,10.3,-12.4,0.7
17031817900,0.3,-15.3,9.6
17031818000,5.6,35.9,1.7
17031818100,1.3,2.1,-1.9
17031818200,-5.9,15.4,2.5
17031818300,1.5,-2.6,1.6
17031818401,-6.3,30.8,2.4
17031818402,4.1,12.3,0.9
17031818500,5.6,20.9,3.9
17031818600,-0.4,16.4,3.7
17031818700,-2.9,44.8,4.4
17031818800,0.5,-5.3,5.5
17031818900,1.6,4.5,1.7
17031819000,0.2,16.7,-0.2
17031819100,-1.1,3.3,-2.4
17031819200,-0.7,-5.8,10.7
17031819300,-8.8,8.8,1
17031819400,-4.9,18.4,2.2
17031819500,-8.3,7.8,4.5
17031819600,3.4,10.3,1.4
17031819700,-1,9.3,0.3
17031819801,-1.8,34.3,0.3
17031819802,-2,-3.4,1.4
17031819900,-6.2,25.6,-3.5
17031820000,7.6,3.6,5
17031820101,-0.2,-0.6,0.2
17031820103,-5.8,1.8,2.4
17031820104,-0.2,21.8,8.6
17031820201,-1.3,7.7,1
17031820202,-2.3,12.3,-6.9
17031820300,-5.4,-0.8,-2.6
17031820400,5,-6.3,6.1
17031820501,-3.3,3.6,4.8
17031820502,-4.9,9.7,-6.5
17031820603,3.2,-2,8.1
17031820604,4.6,-34.9,-2.3
17031820605,7.3,16.2,5.5
17031820606,1.2,-2.3,3.2
17031820700,-9.5,0.1,0.9
17031820800,5.6,-0.5,7.6
17031820901,1.5,-6.6,-3
17031820902,-0.7,14.4,-8.5
17031821001,-1.4,-4.5,2.3
17031821002,1.4,0,4.1
17031821101,0.4,14.5,1.3
17031821102,-2.8,10,5.7
17031821200,-5.4,-10.4,8.8
17031821300,-3.5,5,0.3
17031821401,11.8,-10.9,-6
17031821402,7.4,-3.5,4.4
17031821500,-4.9,17.7,1.6
17031821600,-4.3,5.2,-0.3
17031821700,-9.5,11.7,-1.2
17031821800,-1.4,20.2,-0.9
17031821900,-3,2.9,7.5
17031822000,-2.9,11,-4.1
17031822101,3.4,-7.5,2.9
17031822102,-1.4,-9.7,8.9
17031822200,-0.6,-8.3,1.1
17031822301,-0.1,-15.9,9
17031822302,5.6,-9.2,7.9
17031822400,-5.2,-23.4,25.2
17031822500,-0.7,16.5,1.9
17031822601,-6.5,-10,-0.5
17031822602,5.6,4.1,-2.9
17031822701,-2.1,-13.6,4.4
17031822702,6.2,4,14
17031822801,-3.2,8.3,10.1
17031822802,3,0.1,0.2
17031822900,9.5,-8.8,0.9
17031823001,-2.9,-11.2,9.5
17031823002,-7.7,2.1,3.6
17031823101,1.2,-8.6,2.3
17031823102,-11.4,-6.1,-5
17031823200,3.3,15.7,6.6
17031823302,0.5,-13.5,0.4
17031823303,-3.7,-2.4,3.5
17031823304,3.8,-3.1,3.2
17031823400,0.4,5.1,8.1
17031823500,-0.2,41.5,1.8
17031823602,3.8,4.5,1.8
17031823603,-0.5,32.9,-10.4
17031823604,1.9,7.4,2.6
17031823605,2.1,6.1,2.5
17031823702,-2.7,-0.4,6.6
17031823703,2.6,-7.5,9.8
17031823704,-5.3,0.3,-3.3
17031823705,13.8,18.8,8.4
17031823801,-4.6,-3.3,-1.3
17031823803,-3.4,7.8,5.3
17031823805,-5.8,-17.3,2.4
17031823806,-3,-19.2,4.1
17031823901,-1.1,-12.9,1.2
17031823903,-3.6,1.5,-0.7
17031823904,2.4,-17.5,-1.8
17031824003,-4.1,2.7,0.4
17031824004,1.4,4.6,3.9
17031824005,-3.7,18.9,1.7
17031824006,1.8,7.2,4.8
17031824105,-1.5,7.2,5.6
17031824106,-0.3,12.3,-0.3
17031824107,-1.3,24.7,-0.7
17031824108,0.2,2.4,1.8
17031824113,-2.6,23.9,-2.9
17031824114,1.1,31.3,-4.8
17031824115,-2.4,-3.7,8.1
17031824116,-1.4,9.8,0.3
17031824117,0.9,3.8,2.1
17031824119,1.7,15.4,4.3
17031824120,-0.7,6.3,0.4
17031824121,1.1,3,6.5
17031824122,-0.7,-0.9,5.1
17031824123,-4.9,10,6.2
17031824300,-11.6,26,-2.2
17031824400,-6.7,3.4,5.7
17031824503,-3.5,15.2,-0.2
17031824505,-4.2,33.2,-3.5
17031824506,-2,16.9,-5.4
17031824507,1.5,-2,12.1
17031824601,-1.4,5.5,-0.6
17031824602,-1.1,20.6,1.5
17031824701,-5,7.2,-5.5
17031824702,2.8,17.3,-1.1
17031824800,12.7,-13.7,7.2
17031824900,-1.3,-27.9,10.9
17031825000,2.8,21.1,0.4
17031825200,-9.3,21.8,-10.2
17031825302,-2.1,13.6,-1
17031825303,-2.6,-4.8,9.9
17031825304,-6.8,17.2,1.5
17031825400,1.6,14.3,-6.1
17031825501,6.1,6.3,6
17031825503,-3.4,-15.2,2.6
17031825504,2.4,16.3,-3.1
17031825505,9.1,-8.6,10
17031825600,-5.9,-1.7,2.6
17031825700,6.8,15.1,4.2
17031825801,4.2,-10.1,16
17031825802,6.3,12.6,-8.3
17031825803,-6.5,5.2,7.4
17031825900,7.6,-26.1,11.7
17031826000,-5.5,21,-10.4
17031826100,-2.8,-4.8,-5.4
17031826201,7.2,2,0.4
17031826202,17.1,-4.8,0.6
17031826301,8.2,4.6,4.5
17031826303,13.8,-13.5,17.8
17031826304,1.2,4.1,-0.3
17031826401,6.1,36,5.3
17031826402,2.5,-16.3,2.2
17031826500,4.3,-13.4,16
17031826600,6.8,-4,6.4
17031826700,-1.6,26.5,10.5
17031826800,-2,12.5,-3.9
17031826901,10.4,-21,12.3
17031826902,-9.3,22.3,-4.4
17031827000,-12,-16.1,16.2
17031827100,-0.8,-4.2,16.7
17031827200,-8.7,29.6,-0.9
17031827300,-9.2,8.3,7
17031827400,3.3,13.9,-4.8
17031827500,2.7,-12.7,10.9
17031827600,-2.5,24.4,-2.4
17031827700,4.1,-13.5,1.7
17031827801,-4.4,-1.5,1.6
17031827802,3,-17.9,3.8
17031827804,0.9,29.2,-0.4
17031827805,-5.7,17.3,-4.3
17031827901,1.6,8.1,1.4
17031827902,4.9,-5.3,10.3
17031828000,7.3,-11,9.7
17031828100,8.1,-18.2,3.8
17031828201,3.7,35.8,-6.9
17031828202,4.1,20.5,-9
17031828300,1.5,5.4,-1.7
17031828401,-5.7,5.3,3.9
17031828402,5.3,-4.1,2
17031828503,-3.2,-12,5.7
17031828504,12.3,9.5,8.6
17031828505,4.8,-12.7,11
17031828506,-3.3,-0.2,-2
17031828601,-3.4,17.5,1.8
17031828602,-3.6,-0.2,4.1
17031828701,1.9,1.3,0.3
17031828702,5.5,-16.1,6.6
17031828801,1.3,-10.5,-6.1
17031828802,4.8,12.3,5.5
17031828900,2,24.8,14.8
17031829000,5.7,53.5,3.9
17031829100,12.1,25.2,6.6
17031829200,-6.4,15.9,10.7
17031829301,2.7,-9.6,-9
17031829302,3.2,-1.2,15.6
17031829401,-7,47.8,3.9
17031829402,-3,5.5,3
17031829500,1.2,-12,0.7
17031829600,4.4,4.1,18.2
17031829700,7.8,11.5,-3
17031829800,-2,3.4,1.4
17031829901,6.5,7.3,1.1
17031829902,-1.2,14.6,2.8
17031830001,3.5,7,4.5
17031830003,8.2,17.2,8.2
17031830004,3.1,-4.7,4.7
17031830005,-1.4,17.4,-2.9
17031830006,-5,28.2,-2.3
17031830007,-1.5,6.5,6.5
17031830008,5.2,-0.3,0.6
17031830100,5.2,22.6,-1.2
17031830201,3.3,-4.2,19.7
17031830202,-0.8,26.5,7.7
17031830300,21.1,-17.4,12.1
17031830400,-3.8,-4.6,0.4
17031830500,-1.6,-10.4,13.5
17031830600,3.2,5.3,1.8
17031830700,-2.4,-15.2,10
17031830800,1.1,15,1.2
17031830900,-4.2,41.1,-13.4
17031831000,-2,34.6,-2.4
17031831100,-4.4,-3,7.6
17031831200,-9.2,12.4,-7.7
17031831300,-3.3,5.6,-1.5
17031831400,-2.6,21,-25.2
17031831500,-3.5,12.7,-3
17031831600,-3.6,10.3,-0.8
17031831700,-1.5,-6.9,14.5
17031831800,-0.4,24.1,5.1
17031831900,-1.6,42.6,3.5
17031832000,1.7,0.7,5.7
17031832100,-5.9,0.1,2.5
17031832200,-4.3,3.7,-6.5
17031832300,-0.9,26.5,4
17031832400,-3.5,50.9,-23.9
17031832500,2.8,-5.8,-13.6
17031832600,-0.1,-3.2,0.9
17031832900,3.3,-13.5,7.8
17031833000,-6.1,14.5,-15.2
17031833100,-1,11.9,-1.2
17031833300,-0.8,20.6,6
17031833900,-9.7,-2.4,-9.2
17031834000,7.2,18.8,2.5
17031834200,0.2,7.1,11.7
17031834300,4.3,-8.5,2.3
17031834400,3.2,-6.9,14.1
17031834500,-5.7,32.3,1.7
17031834600,16.8,-16.9,-3.6
17031834700,12.5,-0.5,21.6
17031834800,20.7,45.7,-1
17031834900,-1.8,53.1,0.3
17031835000,17.7,11.1,3.4
17031835100,11.8,4.7,10.4
17031835200,4.8,6.7,12.1
17031835500,-2.7,79,-12.8
17031835600,-25.2,95.8,-13.6
17031835700,91.6,#DIV/0!,45
17031835800,1.9,-10.1,2.3
17031835900,4.2,12,4.9
17031836000,5,-33.3,9.6
17031836100,2.8,20.7,-2.3
17031836200,5.5,-13.8,-13.9
17031836300,-8.3,-14,-18.9
17031836400,-5.8,-0.3,-4.5
17031836500,0.2,34.7,-0.8
17031836600,-5.5,69.8,-25.3
17031836700,4,26.8,-13
17031836800,-10.7,-19,5.7
17031836900,11,-11.8,-9.5
17031837000,5.4,52.1,-5.4
17031837100,-2,32.7,-11.9
17031837300,-8.6,43.2,-9.3
17031837400,6.3,31.4,-1.1
17031837800,1.9,30,12.3
17031838000,-1.8,16.1,-1.9
17031838100,23.5,3,9.5
17031838200,0.3,-61.9,15.5
17031838300,4.3,72.6,-8.6
17031838600,13,-41.3,4.2
17031838700,9.9,-46.3,7.2
17031838800,14.9,-14.7,12.1
17031839000,-0.8,17.5,6.8
17031839100,3.7,8,-0.4
17031839200,0.7,-16.3,7
17031839500,-11.3,11.7,6.7
17031839600,-1.5,0.3,7.4
17031839700,-9.3,15.3,1.1
17031839800,-5.9,-3.6,5.3
17031839900,1,2.6,2.5
17031840000,7.4,9.4,5.9
17031840100,0.5,20.4,-2.3
17031840200,-1.1,-1,5.7
17031840300,0,22.8,2.7
17031840400,-2.2,16.2,3.8
17031840700,-3.3,13.9,5.1
17031840800,-4.8,8.7,-1.1
17031841000,-22.5,78.1,-32
17031841100,-3.2,6,5.4
17031841200,0.6,2.6,-0.5
17031841300,-3.5,52.4,0.8
17031841400,-0.2,-10.2,-12.3
17031841500,5.6,-15.7,8.2
17031841600,5.7,33.2,9
17031841700,-4.7,-20.2,8.8
17031841800,9.2,10.4,-15.3
17031841900,-13.2,-6.4,-14.7
17031842000,0.6,33.3,-15.1
17031842100,6.3,-10.9,-5.7
17031842200,-8.8,97.5,-25.9
17031842300,-6.1,5.5,6.2
17031842400,-5.2,5.7,-2.7
17031842500,17.5,11.8,7.9
17031842600,5.5,-2.4,-4.3
17031842800,-4.7,-4.2,6.2
17031842900,-11.9,131.8,-21.9
17031843000,-3,23.9,2
17031843100,0.1,1.7,15.5
17031843200,-0.8,16.8,4.7
17031843300,7.2,30,2.3
17031843400,-14,-8.1,7.8
17031843500,-8.3,-33.3,-24.9
17031843600,0.1,53.4,6.8
17031843700,2.6,53.2,-4
17031843800,-1,3.4,-3.2
17031843900,2.4,-9,14.8
