GEOID,2016_POP,2010_POP,POPPCTCHG,2016_BLACK,2010_BLACK,BLKPCTCHG,2016_ASIAN,2010_ASIAN,ASNPCTCHG,2016_HISP,2010_HISP,HSPPCTCHG,2016_WHITE,2010_WHITE,WHTPCTCHG,2016_HS,2016_PCTHS,2010_HS,2010_PCTHS,HSPCTCHG,2016_POSTHS,2016_PCTPOSTHS,2010_POSTHS,2010_PCTPOSTHS,PHSPCTCHG,2016_INHU,2016_PCTHMLS,2010_INHU,2010_PCTHMLS,2016_OWNERHU,2010_OWNERHU,2016_RENT,2010_RENT,ORRPCTCHG
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17031817200,4401,4576,-3.8,3214,3838,-16.3,0,0,UNDEF,956,658,45.3,146,48,204.2,1406,31.9,1703,37.2,-5.3,1453,33,1137,24.8,8.2,4388,0.3,4576,0,2295,3101,2093,1475,91.7
17031817300,2501,2528,-1.1,1792,2117,-15.4,1,0,UNDEF,593,364,62.9,49,32,53.1,818,32.7,1067,42.2,-9.5,625,25,529,20.9,4.1,2496,0.2,2528,0,1509,1766,987,762,51.6
17031817400,3958,3982,-0.6,1220,1025,19,57,0,UNDEF,2145,2340,-8.3,572,641,-10.8,1521,38.4,1509,37.9,0.5,866,21.9,873,21.9,0,3944,0.4,3982,0,2659,2676,1285,1306,-1
17031817500,3543,3650,-2.9,2575,2885,-10.7,59,0,UNDEF,782,478,63.6,135,84,60.7,1438,40.6,1446,39.6,1,1014,28.6,915,25.1,3.5,3490,1.5,3650,0,1420,2261,2070,1389,137.3
17031817600,4017,3941,1.9,3349,3373,-0.7,0,33,-100,570,437,30.4,70,65,7.7,1233,30.7,1301,33,-2.3,1400,34.9,1274,32.3,2.6,4000,0.4,3941,0,2708,2861,1292,1080,26.4
17031817700,5164,5407,-4.5,4668,4866,-4.1,8,0,UNDEF,440,713,-38.3,76,68,11.8,1923,37.2,2111,39,-1.8,1710,33.1,1543,28.5,4.6,5164,0,5407,0,4351,5061,813,346,173.3
17031817900,5594,5899,-5.2,4385,4292,2.2,68,72,-5.6,250,458,-45.4,931,1077,-13.6,1734,31,1739,29.5,1.5,2576,46,2411,40.9,5.1,5420,3.1,5574,5.5,3627,4162,1793,1412,45.7
17031818000,4340,4153,4.5,1947,1621,20.1,398,219,81.7,622,709,-12.3,1345,1534,-12.3,1221,28.1,1584,38.1,-10,1798,41.4,1206,29,12.4,4335,0.1,4153,0,3003,3228,1332,925,54.8
17031818100,2503,2009,24.6,416,116,258.6,127,26,388.5,459,349,31.5,1457,1493,-2.4,614,24.5,484,24.1,0.4,1150,45.9,851,42.4,3.5,2493,0.4,2009,0,2193,2009,300,0,0
17031818200,4470,4399,1.6,1270,1004,26.5,47,93,-49.5,1108,890,24.5,1939,2320,-16.4,882,19.7,1063,24.2,-4.5,2341,52.4,1797,40.9,11.5,4433,0.8,4399,0,3792,3841,641,558,16.4
17031818300,6137,6046,1.5,2591,2941,-11.9,71,94,-24.5,2084,1511,37.9,1331,1387,-4,2122,34.6,2169,35.9,-1.3,1879,30.6,1915,31.7,-1.1,5937,3.3,5785,4.3,3926,4542,2011,1243,87.2
17031818401,3443,3704,-7,894,1397,-36,89,243,-63.4,733,684,7.2,1712,1260,35.9,945,27.4,985,26.6,0.8,1536,44.6,1327,35.8,8.8,3377,1.9,3704,0,2798,2673,579,1031,-46.3
17031818402,3164,2815,12.4,603,377,59.9,80,229,-65.1,440,391,12.5,1743,1784,-2.3,767,24.2,770,27.4,-3.2,1583,50,1314,46.7,3.3,3159,0.2,2815,0,2599,2272,560,543,-9.8
17031818500,5292,5557,-4.8,594,393,51.1,228,283,-19.4,982,596,64.8,3484,4257,-18.2,1446,27.3,1801,32.4,-5.1,2963,56,2334,42,14,5163,2.4,5298,4.7,4787,5018,376,280,40.8
17031818600,4773,4772,0,296,311,-4.8,53,104,-49,601,281,113.9,3817,4087,-6.6,651,13.6,1012,21.2,-7.6,2752,57.7,2179,45.7,12,4734,0.8,4772,0,3435,3458,1299,1314,-0.5
17031818700,3524,3300,6.8,19,0,UNDEF,15,0,UNDEF,640,376,70.2,2825,2910,-2.9,559,15.9,823,24.9,-9,1951,55.4,1543,46.8,8.6,3512,0.3,3300,0,3042,2868,470,432,2.6
17031818800,5475,5703,-4,101,184,-45.1,123,21,485.7,703,529,32.9,4567,4947,-7.7,980,17.9,1379,24.2,-6.3,2900,53,2339,41,12,5409,1.2,5625,1.4,4288,4952,1121,673,92.4
17031818900,4778,4133,15.6,140,154,-9.1,78,60,30,529,696,-24,4026,3236,24.4,987,20.7,928,22.5,-1.8,2417,50.6,1725,41.7,8.9,4643,2.8,4008,3,2834,2604,1809,1404,18.4
17031819000,4443,4723,-5.9,11,78,-85.9,0,41,-100,151,345,-56.2,4261,4221,0.9,333,7.5,499,10.6,-3.1,2586,58.2,1933,40.9,17.3,4405,0.9,4549,3.7,4102,4033,303,516,-42.3
17031819100,4843,4302,12.6,337,216,56,81,170,-52.4,2190,1593,37.5,2139,2292,-6.7,1488,30.7,1398,32.5,-1.8,1712,35.3,1386,32.2,3.1,4784,1.2,4302,0,2549,3155,2235,1147,141.2
17031819200,5746,6035,-4.8,135,116,16.4,124,145,-14.5,2494,2575,-3.1,2928,3054,-4.1,2282,39.7,2144,35.5,4.2,1603,27.9,1872,31,-3.1,5720,0.5,6035,0,4222,4279,1498,1756,-13.5
17031819300,2839,2737,3.7,183,10,1730,32,0,UNDEF,660,452,46,1937,2177,-11,646,22.8,664,24.3,-1.5,1191,42,1089,39.8,2.2,2834,0.2,2737,0,2518,2081,316,656,-60.2
17031819400,5350,5361,-0.2,577,76,659.2,37,283,-86.9,1456,1435,1.5,3202,3495,-8.4,1279,23.9,1313,24.5,-0.6,2417,45.2,1989,37.1,8.1,5350,0,5361,0,3426,4053,1924,1308,74
17031819500,3081,2885,6.8,744,519,43.4,87,47,85.1,320,321,-0.3,1885,1954,-3.5,741,24.1,693,24,0.1,1646,53.4,1159,40.2,13.2,2885,6.4,2725,5.5,1902,1569,983,1156,-29.9
17031819600,3760,4185,-10.2,212,28,657.1,17,90,-81.1,130,268,-51.5,3392,3737,-9.2,282,7.5,387,9.2,-1.7,1999,53.2,1705,40.7,12.5,3683,2,4134,1.2,3312,4007,371,127,253.4
17031819700,5917,6113,-3.2,25,39,-35.9,204,20,920,107,109,-1.8,5519,5879,-6.1,388,6.6,225,3.7,2.9,3296,55.7,2211,36.2,19.5,5877,0.7,6113,0,5639,5758,238,355,-31.5
17031819801,5439,5123,6.2,0,11,-100,57,12,375,241,105,129.5,5056,4995,1.2,255,4.7,276,5.4,-0.7,3176,58.4,2066,40.3,18.1,5405,0.6,5123,0,5021,4979,384,144,164.4
17031819802,2646,2745,-3.6,5,0,UNDEF,57,28,103.6,155,58,167.2,2429,2647,-8.2,167,6.3,216,7.9,-1.6,1654,62.5,1265,46.1,16.4,2646,0,2745,0,2630,2644,16,101,-84.1
17031819900,3462,3254,6.4,0,23,-100,8,23,-65.2,96,52,84.6,3315,3118,6.3,198,5.7,254,7.8,-2.1,1960,56.6,1261,38.8,17.8,3462,0,3254,0,3369,3206,93,48,84.4
17031820000,2251,1954,15.2,25,0,UNDEF,280,252,11.1,264,49,438.8,1678,1637,2.5,119,5.3,109,5.6,-0.3,1223,54.3,767,39.3,15,2251,0,1954,0,1879,1832,372,122,197.3
17031820101,6763,7040,-3.9,96,81,18.5,280,329,-14.9,258,319,-19.1,5959,6327,-5.8,1041,15.4,979,13.9,1.5,4280,63.3,3214,45.7,17.6,6440,4.8,6889,2.1,5868,6414,572,475,31.6
17031820103,4246,3897,9,109,110,-0.9,79,153,-48.4,1256,732,71.6,2779,2902,-4.2,1114,26.2,1185,30.4,-4.2,1776,41.8,1137,29.2,12.6,3962,6.7,3815,2.1,2535,2737,1427,1078,42.9
17031820104,4211,3575,17.8,282,57,394.7,42,0,UNDEF,785,201,290.5,3054,3307,-7.7,1094,26,927,25.9,0.1,1717,40.8,1494,41.8,-1,4177,0.8,3575,0,3109,3009,1068,566,82.6
17031820201,8057,7646,5.4,109,165,-33.9,637,294,116.7,600,593,1.2,6557,6527,0.5,1405,17.4,1753,22.9,-5.5,4760,59.1,3059,40,19.1,8057,0,7646,0,7082,7043,975,603,60.8
17031820202,3267,3957,-17.4,55,6,816.7,17,5,240,1209,1521,-20.5,1981,2357,-16,1194,36.5,1433,36.2,0.3,1052,32.2,1145,28.9,3.3,3267,0,3957,0,1978,2484,1289,1473,9.9
17031820300,5162,4727,9.2,165,130,26.9,152,294,-48.3,3317,2836,17,1499,1445,3.7,1737,33.6,1918,40.6,-7,1062,20.6,1034,21.9,-1.3,5149,0.3,4727,0,2773,2965,2376,1762,44.2
17031820400,6067,5932,2.3,1029,984,4.6,86,0,UNDEF,4290,3996,7.4,651,755,-13.8,2502,41.2,2393,40.3,0.9,1337,22,1164,19.6,2.4,6043,0.4,5833,1.7,3468,3279,2575,2554,-4.7
17031820501,6155,6104,0.8,274,18,1422.2,255,131,94.7,1089,1438,-24.3,4523,4436,2,2145,34.8,2294,37.6,-2.8,2044,33.2,1790,29.3,3.9,6146,0.1,6104,0,4769,5368,1377,736,110.6
17031820502,5008,4769,5,118,279,-57.7,235,93,152.7,822,499,64.7,3777,3853,-2,2268,45.3,2267,47.5,-2.2,1522,30.4,992,20.8,9.6,4503,10.1,4452,6.6,3496,3311,1007,1141,-16.4
17031820603,5346,5132,4.2,479,0,UNDEF,110,0,UNDEF,1308,873,49.8,3385,4206,-19.5,2390,44.7,1865,36.3,8.4,1105,20.7,1491,29.1,-8.4,5346,0,5132,0,4249,4128,1097,1004,6.2
17031820604,4050,3700,9.5,60,255,-76.5,0,0,UNDEF,697,489,42.5,3202,2956,8.3,1475,36.4,1291,34.9,1.5,950,23.5,1133,30.6,-7.1,4050,0,3700,0,1671,2167,2379,1533,101.2
17031820605,4186,4280,-2.2,2180,2236,-2.5,0,138,-100,611,189,223.3,1379,1635,-15.7,1039,24.8,775,18.1,6.7,1500,35.8,1613,37.7,-1.9,4186,0,4280,0,1221,1367,2965,2913,14
17031820606,3743,3439,8.8,72,154,-53.2,48,70,-31.4,554,425,30.4,2985,2790,7,1155,30.9,1133,32.9,-2,1639,43.8,1374,40,3.8,3743,0,3439,0,2843,3032,900,407,135.8
17031820700,6700,6543,2.4,12,44,-72.7,176,0,UNDEF,3628,3164,14.7,2717,3314,-18,2188,32.7,2649,40.5,-7.8,2388,35.6,1742,26.6,9,6651,0.7,6456,1.3,5527,5081,1124,1375,-24.9
17031820800,4140,3732,10.9,165,0,UNDEF,48,64,-25,2423,1475,64.3,1513,2168,-30.2,1544,37.3,1459,39.1,-1.8,1020,24.6,921,24.7,-0.1,4140,0,3732,0,3518,3289,622,443,31.3
17031820901,5434,5097,6.6,136,12,1033.3,96,283,-66.1,1688,1133,49,3454,3656,-5.5,2083,38.3,2348,46.1,-7.8,1579,29.1,1122,22,7.1,5434,0,5097,0,3723,3994,1711,1103,66.4
17031820902,4839,4777,1.3,243,64,279.7,133,43,209.3,1999,1710,16.9,2433,2951,-17.6,1995,41.2,2148,45,-3.8,1175,24.3,792,16.6,7.7,4839,0,4777,0,4152,4103,687,674,0.7
17031821001,5079,5114,-0.7,139,36,286.1,125,18,594.4,1054,690,52.8,3777,4295,-12.1,2043,40.2,1925,37.6,2.6,1235,24.3,1371,26.8,-2.5,5079,0,5114,0,3254,4081,1825,1033,121.6
17031821002,5544,5657,-2,113,0,UNDEF,23,189,-87.8,1343,1538,-12.7,4047,3919,3.3,2481,44.8,2447,43.3,1.5,1258,22.7,1237,21.9,0.8,5438,1.9,5657,0,4336,4919,1102,738,69.4
17031821101,4448,4311,3.2,71,15,373.3,104,97,7.2,1059,946,11.9,3181,3232,-1.6,1752,39.4,1740,40.4,-1,1409,31.7,1112,25.8,5.9,4336,2.5,4311,0,3511,4129,825,182,433.1
17031821102,4230,4215,0.4,58,7,728.6,12,47,-74.5,1542,1275,20.9,2399,2862,-16.2,1546,36.5,1757,41.7,-5.2,1118,26.4,856,20.3,6.1,4225,0.1,4215,0,3586,3715,639,500,32.4
17031821200,5988,5554,7.8,2547,2522,1,1,0,UNDEF,2630,1782,47.6,748,813,-8,2145,35.8,2068,37.2,-1.4,1829,30.5,1330,23.9,6.6,5983,0.1,5554,0,3966,2647,2017,2907,-53.7
17031821300,5729,5669,1.1,1715,2044,-16.1,60,40,50,2784,2107,32.1,1092,1478,-26.1,2068,36.1,2451,43.2,-7.1,1668,29.1,1324,23.4,5.7,5724,0.1,5669,0,3270,2712,2454,2957,-31.2
17031821401,3934,3351,17.4,3298,2650,24.5,0,0,UNDEF,468,561,-16.6,73,109,-33,1196,30.4,1253,37.4,-7,1576,40.1,1128,33.7,6.4,3934,0,3351,0,2196,1603,1738,1748,-27.4
17031821402,3221,3762,-14.4,3024,3452,-12.4,0,0,UNDEF,10,50,-80,126,260,-51.5,891,27.7,1233,32.8,-5.1,1424,44.2,1290,34.3,9.9,3221,0,3762,0,2515,2859,706,903,-11.1
17031821500,1830,2332,-21.5,1717,2239,-23.3,0,0,UNDEF,58,27,114.8,29,50,-42,611,33.4,705,30.2,3.2,443,24.2,505,21.7,2.5,1809,1.1,2332,0,460,710,1349,1622,28.4
17031821600,4531,4736,-4.3,1819,1835,-0.9,0,25,-100,742,584,27.1,1846,2272,-18.8,1384,30.5,1215,25.7,4.8,1784,39.4,1612,34,5.4,4528,0.1,4736,0,3652,3948,876,788,20.2
17031821700,4804,4437,8.3,772,630,22.5,0,79,-100,27,277,-90.3,3985,3437,15.9,813,16.9,999,22.5,-5.6,2314,48.2,1724,38.9,9.3,4804,0,4437,0,4230,3889,574,548,-3.7
17031821800,5362,5362,0,1200,603,99,2,69,-97.1,810,756,7.1,3322,3934,-15.6,1272,23.7,1445,26.9,-3.2,2353,43.9,1850,34.5,9.4,5356,0.1,5342,0.4,4123,4696,1233,646,117.4
17031821900,4920,5052,-2.6,855,815,4.9,136,163,-16.6,374,649,-42.4,3555,3412,4.2,1239,25.2,1411,27.9,-2.7,2146,43.6,1834,36.3,7.3,4751,3.4,4807,4.8,4084,4466,667,341,113.9
17031822000,4304,4259,1.1,16,0,UNDEF,1,0,UNDEF,285,543,-47.5,3863,3703,4.3,1558,36.2,1398,32.8,3.4,1676,38.9,1512,35.5,3.4,4296,0.2,4259,0,3713,3726,583,533,9.8
17031822101,4278,4330,-1.2,217,68,219.1,16,53,-69.8,760,824,-7.8,3182,3352,-5.1,1209,28.3,1136,26.2,2.1,1827,42.7,1442,33.3,9.4,4246,0.7,4330,0,3620,4041,626,289,141.8
17031822102,4687,4401,6.5,823,395,108.4,43,50,-14,1180,1119,5.5,2629,2753,-4.5,1568,33.5,1503,34.2,-0.7,1943,41.5,1653,37.6,3.9,4570,2.5,4303,2.2,3838,3474,732,829,-20.1
17031822200,4083,3662,11.5,70,0,UNDEF,0,26,-100,996,451,120.8,2976,3153,-5.6,1351,33.1,1408,38.4,-5.3,1451,35.5,948,25.9,9.6,4083,0,3662,0,3603,3424,480,238,91.7
17031822301,3849,3535,8.9,107,0,UNDEF,56,56,0,601,413,45.5,2997,3026,-1,950,24.7,1326,37.5,-12.8,1576,40.9,912,25.8,15.1,3849,0,3535,0,3482,2925,367,610,-49.5
17031822302,4624,4131,11.9,347,278,24.8,288,31,829,787,741,6.2,3157,3038,3.9,1459,31.6,1798,43.5,-11.9,1973,42.7,1139,27.6,15.1,4348,6,3765,8.9,3100,3058,1248,707,74.1
17031822400,5986,6022,-0.6,194,181,7.2,230,0,UNDEF,824,1022,-19.4,4690,4793,-2.1,1967,32.9,2334,38.8,-5.9,1804,30.1,1572,26.1,4,5969,0.3,6022,0,3496,4305,2473,1717,77.4
17031822500,4411,4418,-0.2,181,203,-10.8,67,51,31.4,850,740,14.9,3312,3376,-1.9,1136,25.8,1401,31.7,-5.9,1909,43.3,1412,32,11.3,4325,1.9,4359,1.3,3686,3843,639,516,29.1
17031822601,4731,4306,9.9,78,12,550,43,44,-2.3,937,569,64.7,3596,3587,0.3,1269,26.8,1259,29.2,-2.4,2046,43.2,1657,38.5,4.7,4714,0.4,4306,0,4399,4181,315,125,139.5
17031822602,7263,6153,18,672,126,433.3,430,14,2971.4,869,654,32.9,5243,5315,-1.4,1861,25.6,2245,36.5,-10.9,3523,48.5,2039,33.1,15.4,7258,0.1,6153,0,5060,4806,2198,1347,55
17031822701,4271,4329,-1.3,364,237,53.6,94,88,6.8,1037,486,113.4,2746,3495,-21.4,1306,30.6,1201,27.7,2.9,1751,41,1974,45.6,-4.6,4271,0,4329,0,3348,3646,923,683,47.2
17031822702,3245,3601,-9.9,475,209,127.3,47,14,235.7,374,492,-24,2333,2799,-16.6,988,30.4,1097,30.5,-0.1,1561,48.1,1307,36.3,11.8,3245,0,3601,0,2629,3029,616,572,24.1
17031822801,3003,3752,-20,136,99,37.4,53,43,23.3,620,648,-4.3,1967,2962,-33.6,791,26.3,910,24.3,2,1381,46,1426,38,8,3003,0,3752,0,2382,3150,621,602,36.4
17031822802,3379,3528,-4.2,168,29,479.3,30,42,-28.6,501,352,42.3,2673,3064,-12.8,820,24.3,958,27.2,-2.9,1622,48,1325,37.6,10.4,3374,0.1,3528,0,3084,3386,290,142,124.2
17031822900,2072,2013,2.9,130,0,UNDEF,35,11,218.2,356,319,11.6,1530,1683,-9.1,746,36,623,30.9,5.1,562,27.1,591,29.4,-2.3,2072,0,2013,0,1572,1703,500,310,74.7
17031823001,6212,6621,-6.2,1224,545,124.6,297,196,51.5,841,888,-5.3,3781,4960,-23.8,2139,34.4,2530,38.2,-3.8,1898,30.6,2163,32.7,-2.1,5788,6.8,6089,8,2408,2533,3380,3556,0
17031823002,5684,6041,-5.9,195,361,-46,110,0,UNDEF,730,667,9.4,4531,4940,-8.3,1903,33.5,1775,29.4,4.1,2040,35.9,2017,33.4,2.5,5604,1.4,6041,0,3410,4195,2194,1846,46.2
17031823101,4497,4333,3.8,180,59,205.1,152,100,52,321,554,-42.1,3796,3581,6,1425,31.7,1729,39.9,-8.2,1467,32.6,1163,26.8,5.8,4497,0,4333,0,3205,3509,1292,824,71.7
17031823102,3550,3588,-1.1,6,0,UNDEF,9,0,UNDEF,312,442,-29.4,3223,3138,2.7,1283,36.1,1496,41.7,-5.6,1039,29.3,1222,34.1,-4.8,3488,1.7,3588,0,2537,3049,951,539,112
17031823200,4498,5349,-15.9,195,344,-43.3,30,387,-92.2,925,901,2.7,3328,3482,-4.4,1280,28.5,1557,29.1,-0.6,1786,39.7,1801,33.7,6,4496,0,5349,0,3923,4967,573,382,89.9
17031823302,6531,5811,12.4,2067,1731,19.4,0,78,-100,2218,1136,95.2,2100,2816,-25.4,2114,32.4,2114,36.4,-4,2038,31.2,1695,29.2,2,6531,0,5811,0,2776,3333,3755,2478,81.9
17031823303,4476,4236,5.7,704,270,160.7,25,68,-63.2,1060,700,51.4,2807,3198,-12.2,1383,30.9,1428,33.7,-2.8,1523,34,1390,32.8,1.2,4476,0,4236,0,3322,3516,1154,720,69.6
17031823304,5863,5522,6.2,831,521,59.5,65,203,-68,1583,1025,54.4,3365,3747,-10.2,2047,34.9,2020,36.6,-1.7,1901,32.4,1873,33.9,-1.5,5863,0,5522,0,4118,4179,1745,1343,31.9
17031823400,5150,4806,7.2,1127,858,31.4,8,0,UNDEF,2619,2442,7.2,1277,1435,-11,1871,36.3,1649,34.3,2,1592,30.9,1171,24.4,6.5,5150,0,4806,0,3503,3746,1647,1060,66.2
17031823500,4675,4849,-3.6,759,698,8.7,34,0,UNDEF,2103,2474,-15,1561,1612,-3.2,1547,33.1,1686,34.8,-1.7,1554,33.2,1099,22.7,10.5,4646,0.6,4849,0,2676,3228,1970,1621,46.6
17031823602,6112,6173,-1,138,15,820,107,0,UNDEF,142,362,-60.8,5674,5636,0.7,1846,30.2,2870,46.5,-16.3,3233,52.9,2043,33.1,19.8,5740,6.1,5171,16.2,4464,4359,1276,812,53.4
17031823603,2408,2162,11.4,1049,1153,-9,0,12,-100,1236,940,31.5,95,57,66.7,773,32.1,886,41,-8.9,608,25.2,547,25.3,-0.1,2383,1,2162,0,1410,1201,973,961,-13.8
17031823604,3528,3602,-2.1,67,117,-42.7,65,161,-59.6,50,104,-51.9,3346,3220,3.9,723,20.5,880,24.4,-3.9,1883,53.4,1521,42.2,11.2,3528,0,3602,0,3039,3538,489,64,789.5
17031823605,3985,4133,-3.6,143,27,429.6,78,61,27.9,184,163,12.9,3531,3837,-8,1099,27.6,898,21.7,5.9,1809,45.4,1503,36.4,9,3608,9.5,3718,10,3067,3408,541,310,93.9
17031823702,6326,6559,-3.6,775,961,-19.4,84,220,-61.8,771,422,82.7,4584,4956,-7.5,1986,31.4,1729,26.4,5,2350,37.1,2572,39.2,-2.1,6277,0.8,6559,0,3912,4837,2365,1722,69.8
17031823703,7384,7387,0,94,32,193.8,485,315,54,886,663,33.6,5932,6100,-2.8,2642,35.8,2922,39.6,-3.8,2279,30.9,1899,25.7,5.2,7384,0,7387,0,5017,5950,2367,1437,95.4
17031823704,4307,3925,9.7,52,76,-31.6,33,40,-17.5,534,559,-4.5,3645,3127,16.6,1257,29.2,1196,30.5,-1.3,1714,39.8,1378,35.1,4.7,4290,0.4,3925,0,3792,3589,498,336,40.3
17031823705,4763,4803,-0.8,454,62,632.3,49,152,-67.8,838,352,138.1,3407,4204,-19,1619,34,1484,30.9,3.1,1742,36.6,1353,28.2,8.4,4696,1.4,4803,0,3134,3205,1562,1598,0
17031823801,5263,5482,-4,22,0,UNDEF,214,294,-27.2,420,77,445.5,4526,5098,-11.2,1239,23.5,1093,19.9,3.6,2851,54.2,2467,45,9.2,5233,0.6,5482,0,4813,5192,420,290,56.2
17031823803,6887,6836,0.7,93,49,89.8,339,192,76.6,580,562,3.2,5693,6033,-5.6,2022,29.4,2397,35.1,-5.7,2972,43.2,2398,35.1,8.1,6742,2.1,6542,4.3,5816,6115,926,427,128
17031823805,2791,2566,8.8,25,61,-59,38,202,-81.2,226,25,804,2472,2278,8.5,847,30.3,660,25.7,4.6,1319,47.3,1256,48.9,-1.6,2774,0.6,2566,0,2589,2469,185,97,81.9
17031823806,3721,3691,0.8,86,53,62.3,16,0,UNDEF,320,152,110.5,3288,3458,-4.9,1513,40.7,1360,36.8,3.9,1264,34,1576,42.7,-8.7,3704,0.5,3691,0,2546,2768,1158,923,36.4
17031823901,3765,3485,8,29,21,38.1,283,223,26.9,139,98,41.8,3235,3084,4.9,728,19.3,702,20.1,-0.8,2228,59.2,1622,46.5,12.7,3628,3.6,3387,2.8,3443,3315,185,72,147.4
17031823903,4582,4614,-0.7,123,0,UNDEF,0,130,-100,366,127,188.2,3984,4325,-7.9,762,16.6,804,17.4,-0.8,2675,58.4,2157,46.7,11.7,4404,3.9,4526,1.9,4219,4233,185,293,-36.7
17031823904,4233,4112,2.9,15,0,UNDEF,65,134,-51.5,225,134,67.9,3908,3834,1.9,938,22.2,858,20.9,1.3,2326,54.9,1900,46.2,8.7,4223,0.2,4112,0,4094,3832,129,280,-56.9
17031824003,6418,5455,17.7,5,0,UNDEF,70,42,66.7,520,274,89.8,5676,5054,12.3,1299,20.2,1244,22.8,-2.6,3078,48,2011,36.9,11.1,6263,2.4,5455,0,5348,5197,915,258,244.6
17031824004,5540,5236,5.8,128,0,UNDEF,233,103,126.2,215,312,-31.1,4920,4805,2.4,1632,29.5,1358,25.9,3.6,2314,41.8,2153,41.1,0.7,5350,3.4,4924,6,4045,4447,1305,477,200.8
17031824005,5530,5525,0.1,92,14,557.1,129,88,46.6,338,544,-37.9,4894,4759,2.8,1135,20.5,1235,22.4,-1.9,2618,47.3,2082,37.7,9.6,5530,0,5525,0,4926,5269,604,256,152.4
17031824006,4005,3887,3,34,41,-17.1,12,130,-90.8,282,286,-1.4,3666,3430,6.9,859,21.4,661,17,4.4,1934,48.3,1694,43.6,4.7,4005,0,3887,0,3619,3792,386,95,325.7
17031824105,6426,6583,-2.4,15,76,-80.3,120,337,-64.4,457,649,-29.6,5649,5535,2.1,1136,17.7,1206,18.3,-0.6,3572,55.6,2762,42,13.6,6426,0,6583,0,6144,6438,282,145,103.8
17031824106,6897,6988,-1.3,385,13,2861.5,141,375,-62.4,431,928,-53.6,5699,5665,0.6,1321,19.2,1760,25.2,-6,3656,53,2730,39.1,13.9,6888,0.1,6988,0,6174,6095,714,893,-21.1
17031824107,6708,6631,1.2,421,209,101.4,35,257,-86.4,743,487,52.6,5428,5629,-3.6,1789,26.7,1966,29.6,-2.9,3254,48.5,2405,36.3,12.2,6697,0.2,6631,0,6272,6415,425,216,101.2
17031824108,7925,7522,5.4,658,346,90.2,554,537,3.2,867,547,58.5,5721,6056,-5.5,1915,24.2,2075,27.6,-3.4,3241,40.9,2777,36.9,4,7899,0.3,7522,0,6085,6753,1814,769,161.8
17031824113,7037,6487,8.5,9,0,UNDEF,361,278,29.9,643,414,55.3,5949,5668,5,1442,20.5,1413,21.8,-1.3,3321,47.2,2249,34.7,12.5,7037,0,6487,0,7025,6186,12,301,-96.5
17031824114,5143,4645,10.7,163,33,393.9,390,91,328.6,203,176,15.3,4335,4345,-0.2,752,14.6,936,20.2,-5.6,2855,55.5,1762,37.9,17.6,5143,0,4645,0,4928,4178,215,467,-61
17031824115,3761,3383,11.2,191,16,1093.8,128,112,14.3,432,299,44.5,2921,2917,0.1,1128,30,1068,31.6,-1.6,1725,45.9,1333,39.4,6.5,3514,6.6,3302,2.4,2714,2575,800,727,4.4
17031824116,4840,4410,9.8,108,33,227.3,249,0,UNDEF,723,673,7.4,3662,3636,0.7,1319,27.3,1481,33.6,-6.3,2157,44.6,1742,39.5,5.1,4840,0,4410,0,2784,2566,2056,1844,2.8
17031824117,9665,8877,8.9,279,77,262.3,613,320,91.6,482,448,7.6,8208,8020,2.3,1954,20.2,1885,21.2,-1,4694,48.6,3719,41.9,6.7,9665,0,8877,0,9367,8587,298,290,-5.8
17031824119,5777,5574,3.6,49,53,-7.5,458,372,23.1,284,293,-3.1,4940,4705,5,1023,17.7,1121,20.1,-2.4,3213,55.6,2314,41.5,14.1,5777,0,5574,0,5623,5561,154,13,1071.6
17031824120,8833,8478,4.2,233,95,145.3,345,280,23.2,439,437,0.5,7555,7660,-1.4,1959,22.2,2272,26.8,-4.6,4691,53.1,3148,37.1,16,8683,1.7,8105,4.4,8453,7954,230,151,43.3
17031824121,3055,3321,-8,105,0,UNDEF,98,115,-14.8,93,16,481.3,2686,3120,-13.9,735,24.1,827,24.9,-0.8,1527,50,1303,39.2,10.8,3055,0,3321,0,2773,3321,282,0,0
17031824122,6201,6083,1.9,80,150,-46.7,160,262,-38.9,348,219,58.9,5561,5234,6.2,1208,19.5,1485,24.4,-4.9,3201,51.6,2272,37.3,14.3,6201,0,6083,0,5881,5863,320,220,45
17031824123,7953,7893,0.8,259,411,-37,335,533,-37.1,1052,724,45.3,6190,6183,0.1,2020,25.4,1508,19.1,6.3,3425,43.1,3119,39.5,3.6,7953,0,7893,0,6590,6733,1363,1160,20
17031824300,4260,4799,-11.2,3915,4268,-8.3,11,0,UNDEF,101,117,-13.7,172,380,-54.7,1541,36.2,2230,46.5,-10.3,1594,37.4,1287,26.8,10.6,3727,12.5,4160,13.3,2309,2596,1418,1564,1.9
