GEOID,2016_POP,2010_POP,POPPCTCHG,2016_BLACK,2010_BLACK,BLKPCTCHG,2016_ASIAN,2010_ASIAN,ASNPCTCHG,2016_HISP,2010_HISP,HSPPCTCHG,2016_WHITE,2010_WHITE,WHTPCTCHG,2016_HS,2016_PCTHS,2010_HS,2010_PCTHS,HSPCTCHG,2016_POSTHS,2016_PCTPOSTHS,2010_POSTHS,2010_PCTPOSTHS,PHSPCTCHG,2016_INHU,2016_PCTHMLS,2010_INHU,2010_PCTHMLS,2016_OWNERHU,2010_OWNERHU,2016_RENT,2010_RENT,ORRPCTCHG
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17031242700,1671,2033,-17.8,406,515,-21.2,42,74,-43.2,779,1213,-35.8,403,252,59.9,473,28.3,605,29.8,-1.5,726,43.4,600,29.5,13.9,1671,0,2033,0,380,320,1291,1713,-36.5
17031242800,1357,1724,-21.3,10,8,25,8,0,UNDEF,287,378,-24.1,1028,1338,-23.2,335,24.7,449,26,-1.3,674,49.7,686,39.8,9.9,1352,0.4,1724,0,843,1103,509,621,7.2
17031242900,1659,2115,-21.6,186,45,313.3,64,51,25.5,433,764,-43.3,938,1244,-24.6,384,23.1,373,17.6,5.5,928,55.9,1008,47.7,8.2,1654,0.3,2115,0,698,988,956,1127,20.1
17031243000,2179,2312,-5.8,77,20,285,85,45,88.9,803,1117,-28.1,1214,1120,8.4,600,27.5,504,21.8,5.7,1191,54.7,930,40.2,14.5,2179,0,2312,0,782,1231,1397,1081,103.4
17031243100,2431,1928,26.1,262,105,149.5,53,24,120.8,1235,956,29.2,983,825,19.2,725,29.8,444,23,6.8,1200,49.4,848,44,5.4,2431,0,1928,0,1554,751,877,1177,-64
17031243200,2214,1834,20.7,70,21,233.3,37,45,-17.8,763,615,24.1,1330,1145,16.2,264,11.9,403,22,-10.1,1307,59,820,44.7,14.3,2197,0.8,1834,0,845,826,1352,1008,31.1
17031243300,2424,1990,21.8,87,39,123.1,83,100,-17,772,497,55.3,1456,1267,14.9,527,21.7,263,13.2,8.5,1562,64.4,939,47.2,17.2,2424,0,1990,0,970,733,1454,1257,-12.6
17031243400,2632,2556,3,271,106,155.7,80,122,-34.4,821,772,6.3,1370,1496,-8.4,494,18.8,792,31,-12.2,1647,62.6,1113,43.5,19.1,2627,0.2,2556,0,1308,1021,1319,1535,-32.9
17031243500,3147,2953,6.6,437,381,14.7,198,252,-21.4,288,159,81.1,2140,2045,4.6,266,8.5,381,12.9,-4.4,2221,70.6,1350,45.7,24.9,3147,0,2953,0,1354,1561,1793,1392,48.5
17031250200,2818,3041,-7.3,1501,1910,-21.4,30,37,-18.9,1236,1182,4.6,46,26,76.9,1083,38.4,1064,35,3.4,586,20.8,553,18.2,2.6,2818,0,3041,0,1528,1950,1290,1091,50.9
17031250300,4803,3805,26.2,3073,3244,-5.3,62,13,376.9,1571,548,186.7,62,0,UNDEF,1749,36.4,1433,37.7,-1.3,1145,23.8,841,22.1,1.7,4803,0,3805,0,2239,1765,2564,2040,-0.9
17031250400,4941,6525,-24.3,3689,5383,-31.5,13,0,UNDEF,1163,1063,9.4,229,252,-9.1,1764,35.7,2231,34.2,1.5,1622,32.8,1972,30.2,2.6,4941,0,6525,0,2651,4068,2290,2457,43
17031250500,7997,7101,12.6,2812,1906,47.5,156,40,290,2213,1830,20.9,2590,3149,-17.8,1732,21.7,1442,20.3,1.4,3797,47.5,3155,44.4,3.1,7997,0,7101,0,6593,5939,1404,1162,8.8
17031250600,4012,4868,-17.6,3599,4379,-17.8,63,0,UNDEF,306,295,3.7,25,119,-79,1720,42.9,1399,28.7,14.2,1186,29.6,1466,30.1,-0.5,4012,0,4868,0,2956,3216,1056,1652,-30.5
17031250700,5205,6037,-13.8,4736,5992,-21,0,0,UNDEF,521,104,401,0,0,UNDEF,2046,39.3,2219,36.8,2.5,1659,31.9,1472,24.4,7.5,5205,0,6037,0,1875,2574,3330,3463,32
17031250800,2372,2301,3.1,1682,1960,-14.2,37,0,UNDEF,588,308,90.9,44,24,83.3,1099,46.3,966,42,4.3,476,20.1,457,19.9,0.2,2372,0,2301,0,1124,1345,1248,956,56.2
17031251000,1052,1190,-11.6,927,1122,-17.4,0,0,UNDEF,105,68,54.4,20,0,UNDEF,453,43.1,318,26.7,16.4,179,17,385,32.4,-15.4,1052,0,1190,0,629,646,423,544,-20.1
17031251100,4213,4637,-9.1,3846,4219,-8.8,21,0,UNDEF,345,237,45.6,25,40,-37.5,1947,46.2,1892,40.8,5.4,857,20.3,1004,21.7,-1.4,4195,0.4,4637,0,1757,2171,2438,2466,22.2
17031251200,4247,3699,14.8,3450,3291,4.8,73,0,UNDEF,657,232,183.2,67,19,252.6,1623,38.2,1314,35.5,2.7,1146,27,969,26.2,0.8,4247,0,3699,0,2345,2772,1902,927,142.5
17031251300,4623,5150,-10.2,3965,4919,-19.4,0,0,UNDEF,467,263,77.6,173,35,394.3,2044,44.2,1887,36.6,7.6,1136,24.6,1120,21.7,2.9,4596,0.6,5150,0,2190,2243,2406,2907,-15.2
17031251400,4629,4161,11.2,4333,3815,13.6,4,30,-86.7,135,186,-27.4,160,234,-31.6,1735,37.5,1664,40,-2.5,1595,34.5,1107,26.6,7.9,4621,0.2,4161,0,1838,1556,2783,2605,-9.6
17031251500,4310,4559,-5.5,4006,4431,-9.6,0,0,UNDEF,356,20,1680,7,108,-93.5,2066,47.9,1524,33.4,14.5,786,18.2,835,18.3,-0.1,4303,0.2,4481,1.7,1435,1623,2868,2858,13.5
17031251600,3853,3252,18.5,3562,3217,10.7,0,35,-100,149,0,UNDEF,60,0,UNDEF,1316,34.2,1434,44.1,-9.9,999,25.9,590,18.1,7.8,3831,0.6,3252,0,1570,1042,2261,2210,-32.1
17031251700,1235,1454,-15.1,888,1314,-32.4,0,0,UNDEF,331,127,160.6,22,10,120,495,40.1,599,41.2,-1.1,257,20.8,301,20.7,0.1,1228,0.6,1454,0,498,933,730,521,162.5
17031251800,5367,5484,-2.1,5056,5397,-6.3,0,0,UNDEF,159,47,238.3,104,25,316,1875,34.9,2031,37,-2.1,791,14.7,927,16.9,-2.2,5346,0.4,5484,0,694,1109,4652,4375,69.9
17031251900,4705,5345,-12,4473,5217,-14.3,0,18,-100,166,26,538.5,97,84,15.5,1538,32.7,2255,42.2,-9.5,1127,24,950,17.8,6.2,4653,1.1,5160,3.5,934,921,3719,4239,-13.5
17031252000,5654,5188,9,5494,5000,9.9,0,0,UNDEF,55,246,-77.6,100,54,85.2,2239,39.6,1993,38.4,1.2,1447,25.6,1372,26.4,-0.8,5470,3.3,5144,0.8,1597,945,3873,4199,-45.4
17031252101,1432,1554,-7.9,1356,1357,-0.1,0,0,UNDEF,31,34,-8.8,21,163,-87.1,533,37.2,567,36.5,0.7,523,36.5,514,33.1,3.4,1432,0,1554,0,404,462,1028,1092,7.7
17031252102,6829,7199,-5.1,6829,7171,-4.8,0,0,UNDEF,0,0,UNDEF,0,0,UNDEF,2358,34.5,3077,42.7,-8.2,1651,24.2,1181,16.4,7.8,6829,0,7199,0,2654,2905,4175,4294,6.4
17031252201,2805,2915,-3.8,2642,2748,-3.9,6,8,-25,34,9,277.8,116,150,-22.7,1287,45.9,1402,48.1,-2.2,759,27.1,697,23.9,3.2,2438,13.1,2365,18.9,941,904,1497,1461,-1.6
17031252202,5068,4268,18.7,4881,4226,15.5,0,0,UNDEF,111,12,825,82,30,173.3,1605,31.7,1641,38.4,-6.7,1128,22.3,851,19.9,2.4,5013,1.1,4268,0,1111,934,3902,3334,-1.6
17031260100,1171,1086,7.8,1129,1034,9.2,0,0,UNDEF,7,32,-78.1,30,20,50,469,40.1,432,39.8,0.3,295,25.2,193,17.8,7.4,1171,0,1086,0,208,205,963,881,7.7
17031260200,1109,964,15,1083,964,12.3,0,0,UNDEF,34,0,UNDEF,4,0,UNDEF,313,28.2,322,33.4,-5.2,258,23.3,271,28.1,-4.8,1109,0,964,0,387,30,722,934,-94
17031260300,1625,1748,-7,1547,1737,-10.9,0,0,UNDEF,55,11,400,23,0,UNDEF,554,34.1,534,30.5,3.6,355,21.8,390,22.3,-0.5,1602,1.4,1629,6.8,347,441,1255,1188,34.3
17031260400,1350,1076,25.5,1324,1060,24.9,0,0,UNDEF,0,0,UNDEF,26,7,271.4,616,45.6,484,45,0.6,152,11.3,298,27.7,-16.4,1350,0,1076,0,402,565,948,511,160.7
17031260500,1671,1566,6.7,1621,1566,3.5,1,0,UNDEF,37,0,UNDEF,7,0,UNDEF,677,40.5,825,52.7,-12.2,346,20.7,381,24.3,-3.6,1651,1.2,1566,0,397,518,1254,1048,56.1
17031260600,1914,3042,-37.1,1782,2873,-38,27,0,UNDEF,29,12,141.7,76,82,-7.3,701,36.6,633,20.8,15.8,382,20,657,21.6,-1.6,1914,0,3042,0,670,1000,1244,2042,-9.1
17031260700,1874,2233,-16.1,1687,2233,-24.5,0,0,UNDEF,98,0,UNDEF,37,0,UNDEF,689,36.8,893,40,-3.2,377,20.1,309,13.8,6.3,1874,0,2233,0,544,317,1330,1916,-59.6
17031260800,2511,2899,-13.4,2454,2761,-11.1,5,0,UNDEF,12,113,-89.4,31,26,19.2,1018,40.5,1068,36.8,3.7,403,16,520,17.9,-1.9,2511,0,2899,0,669,726,1842,2173,-8
17031260900,1436,1880,-23.6,1326,1860,-28.7,0,0,UNDEF,58,9,544.4,39,11,254.5,537,37.4,750,39.9,-2.5,232,16.2,310,16.5,-0.3,1300,9.5,1834,2.4,466,484,834,1350,-35.8
17031261000,2458,2437,0.9,2404,2426,-0.9,0,0,UNDEF,32,0,UNDEF,4,11,-63.6,836,34,766,31.4,2.6,500,20.3,618,25.4,-5.1,2458,0,2437,0,602,746,1856,1691,36
17031270500,1825,1597,14.3,1664,1450,14.8,0,5,-100,119,59,101.7,42,48,-12.5,655,35.9,523,32.7,3.2,444,24.3,481,30.1,-5.8,1825,0,1597,0,185,383,1640,1214,179.7
17031271200,1238,1413,-12.4,1149,1413,-18.7,4,0,UNDEF,27,0,UNDEF,57,0,UNDEF,491,39.7,614,43.5,-3.8,292,23.6,175,12.4,11.2,1160,6.3,1413,0,193,185,967,1228,-24.5
17031271300,1326,1195,11,1317,1166,13,0,0,UNDEF,4,13,-69.2,0,16,-100,322,24.3,360,30.1,-5.8,261,19.7,247,20.7,-1,1326,0,1195,0,262,195,1064,1000,-20.8
17031271400,1163,1273,-8.6,1090,1229,-11.3,0,0,UNDEF,2,30,-93.3,37,14,164.3,349,30,298,23.4,6.6,338,29.1,358,28.1,1,1114,4.2,1273,0,181,245,933,1028,22.9
17031271500,1424,1309,8.8,1367,1279,6.9,0,0,UNDEF,15,0,UNDEF,42,30,40,403,28.3,289,22.1,6.2,428,30.1,365,27.9,2.2,1424,0,1309,0,510,526,914,783,20.4
17031271800,918,454,102.2,914,454,101.3,0,0,UNDEF,0,0,UNDEF,4,0,UNDEF,353,38.5,142,31.3,7.2,112,12.2,155,34.1,-21.9,918,0,454,0,89,72,829,382,75.6
17031280100,6524,3504,86.2,190,70,171.4,905,491,84.3,248,234,6,5072,2670,90,205,3.1,175,5,-1.9,5721,87.7,1927,55,32.7,6524,0,3504,0,2636,2092,3888,1412,118.5
17031280400,1608,855,88.1,1503,689,118.1,32,20,60,10,16,-37.5,61,130,-53.1,473,29.4,209,24.4,5,388,24.1,355,41.5,-17.4,1498,6.8,705,17.5,41,191,1457,514,1220.5
17031280800,977,340,187.4,883,294,200.3,0,0,UNDEF,25,0,UNDEF,63,46,37,281,28.8,137,40.3,-11.5,358,36.6,207,60.9,-24.3,948,3,340,0,247,42,701,298,-60
17031280900,1007,1179,-14.6,857,1179,-27.3,4,0,UNDEF,25,0,UNDEF,107,0,UNDEF,238,23.6,331,28.1,-4.5,312,31,140,11.9,19.1,1007,0,1179,0,197,45,810,1134,-83.7
17031281900,5247,3791,38.4,282,441,-36.1,2231,1092,104.3,431,27,1496.3,2166,2093,3.5,184,3.5,161,4.2,-0.7,3855,73.5,1696,44.7,28.8,5222,0.5,3791,0,1157,1260,4065,2531,74.9
17031282700,2152,2337,-7.9,1092,871,25.4,243,122,99.2,556,962,-42.2,322,381,-15.5,508,23.6,657,28.1,-4.5,806,37.5,640,27.4,10.1,2152,0,2337,0,687,836,1465,1501,18.8
17031282800,1583,1728,-8.4,385,190,102.6,227,286,-20.6,448,394,13.7,468,870,-46.2,250,15.8,169,9.8,6,853,53.9,716,41.4,12.5,1583,0,1728,0,544,740,1039,988,43.1
17031283100,2985,2472,20.8,1276,874,46,824,672,22.6,125,146,-14.4,663,733,-9.5,300,10.1,248,10,0.1,1344,45,1063,43,2,2985,0,2472,0,318,265,2667,2207,0.7
17031283200,1485,987,50.5,427,282,51.4,222,233,-4.7,100,167,-40.1,676,291,132.3,192,12.9,121,12.3,0.6,738,49.7,433,43.9,5.8,1485,0,987,0,604,532,881,455,70.5
17031283800,3553,2731,30.1,1610,1627,-1,438,157,179,446,258,72.9,1015,649,56.4,651,18.3,581,21.3,-3,2008,56.5,1007,36.9,19.6,3548,0.1,2731,0,1307,865,2241,1866,-20.5
17031290900,3867,4173,-7.3,3843,3912,-1.8,13,0,UNDEF,0,114,-100,0,0,UNDEF,1349,34.9,1454,34.8,0.1,947,24.5,866,20.8,3.7,3867,0,4173,0,1119,925,2748,3248,-30.1
17031291200,2337,2091,11.8,2222,2052,8.3,0,0,UNDEF,43,0,UNDEF,67,0,UNDEF,607,26,628,30,-4,552,23.6,375,17.9,5.7,2335,0.1,1951,6.7,547,451,1788,1500,-1.7
17031291600,1061,1242,-14.6,161,469,-65.7,10,0,UNDEF,808,809,-0.1,89,46,93.5,354,33.4,495,39.9,-6.5,330,31.1,245,19.7,11.4,1061,0,1242,0,396,380,665,862,-26
17031292200,2863,3072,-6.8,2688,2921,-8,0,48,-100,125,0,UNDEF,37,103,-64.1,928,32.4,1158,37.7,-5.3,715,25,432,14.1,10.9,2863,0,3072,0,856,819,2007,2253,-14.8
17031292400,2197,1915,14.7,2044,1842,11,0,0,UNDEF,44,23,91.3,103,73,41.1,845,38.5,761,39.7,-1.2,528,24,419,21.9,2.1,2192,0.2,1915,0,578,517,1614,1398,3.3
17031292500,4000,3938,1.6,3744,3879,-3.5,0,0,UNDEF,209,0,UNDEF,63,28,125,1486,37.2,1632,41.4,-4.2,1125,28.1,853,21.7,6.4,4000,0,3938,0,1403,1703,2597,2235,41
17031300500,2951,2955,-0.1,199,99,101,21,0,UNDEF,2642,2856,-7.5,78,0,UNDEF,1336,45.3,1251,42.3,3,418,14.2,325,11,3.2,2951,0,2955,0,873,459,2078,2496,-56.2
17031300600,3331,3431,-2.9,451,645,-30.1,0,0,UNDEF,2682,2605,3,199,174,14.4,1237,37.1,1422,41.4,-4.3,781,23.4,421,12.3,11.1,3227,3.1,3264,4.9,1517,1122,1710,2142,-41
17031300700,4626,4028,14.8,0,135,-100,0,0,UNDEF,4576,3782,21,50,111,-55,1876,40.6,1851,46,-5.4,599,12.9,359,8.9,4,4626,0,4028,0,1112,1359,3514,2669,60.9
17031300800,3921,3836,2.2,19,0,UNDEF,0,0,UNDEF,3853,3645,5.7,49,179,-72.6,1853,47.3,2024,52.8,-5.5,340,8.7,450,11.7,-3,3921,0,3836,0,1249,1258,2672,2578,4.4
17031300900,4060,3598,12.8,87,21,314.3,0,0,UNDEF,3878,3369,15.1,77,187,-58.8,2034,50.1,1539,42.8,7.3,436,10.7,331,9.2,1.5,4046,0.3,3598,0,966,1094,3080,2504,39.3
17031301100,2668,2404,11,112,83,34.9,0,0,UNDEF,2494,2304,8.2,56,17,229.4,937,35.1,981,40.8,-5.7,379,14.2,240,10,4.2,2668,0,2404,0,718,606,1950,1798,-8.5
17031301200,3178,4223,-24.7,319,354,-9.9,53,0,UNDEF,2575,3744,-31.2,116,207,-44,1244,39.1,2014,47.7,-8.6,586,18.4,475,11.2,7.2,3158,0.6,4223,0,841,1450,2317,2773,44.1
17031301600,5039,4064,24,163,0,UNDEF,0,0,UNDEF,4756,3970,19.8,128,94,36.2,1988,39.5,1786,43.9,-4.4,735,14.6,406,10,4.6,5026,0.3,4064,0,2288,1517,2738,2547,-28.7
17031301701,4223,4243,-0.5,2,0,UNDEF,0,0,UNDEF,4129,4193,-1.5,92,50,84,1931,45.7,1925,45.4,0.3,490,11.6,459,10.8,0.8,4218,0.1,4243,0,1439,2299,2779,1944,128.4
17031301702,4393,3744,17.3,0,0,UNDEF,0,0,UNDEF,4322,3690,17.1,71,54,31.5,2165,49.3,1970,52.6,-3.3,483,11,425,11.4,-0.4,4393,0,3744,0,2312,1307,2081,2437,-51.7
17031301801,3918,4066,-3.6,1,49,-98,0,0,UNDEF,3766,3955,-4.8,142,42,238.1,2031,51.8,1541,37.9,13.9,395,10.1,417,10.3,-0.2,3913,0.1,4066,0,1559,1872,2354,2194,28.8
17031301802,3208,2689,19.3,20,0,UNDEF,0,0,UNDEF,3141,2579,21.8,43,110,-60.9,1546,48.2,1215,45.2,3,354,11,289,10.7,0.3,3203,0.2,2689,0,1171,940,2032,1749,-6.7
17031301803,5058,4459,13.4,127,0,UNDEF,57,0,UNDEF,4751,4361,8.9,113,96,17.7,2380,47.1,2024,45.4,1.7,466,9.2,509,11.4,-2.2,5058,0,4459,0,1867,2522,3191,1937,122.5
17031310200,1495,1439,3.9,74,44,68.2,152,0,UNDEF,734,915,-19.8,522,496,5.2,343,22.9,383,26.6,-3.7,805,53.8,399,27.7,26.1,1490,0.3,1439,0,544,658,946,781,46.5
17031310300,1794,1442,24.4,57,56,1.8,208,0,UNDEF,1127,925,21.8,407,461,-11.7,578,32.2,439,30.4,1.8,777,43.3,662,45.9,-2.6,1794,0,1442,0,520,398,1274,1044,-6.6
17031310400,1260,1340,-6,96,159,-39.6,26,0,UNDEF,817,1018,-19.7,293,163,79.8,327,26,588,43.9,-17.9,502,39.8,311,23.2,16.6,1260,0,1340,0,592,570,668,770,-16.5
17031310500,1495,1573,-5,0,0,UNDEF,0,0,UNDEF,1277,1505,-15.1,206,68,202.9,567,37.9,736,46.8,-8.9,353,23.6,110,7,16.6,1495,0,1573,0,411,566,1084,1007,48.2
17031310600,4623,4818,-4,461,319,44.5,16,94,-83,3218,3480,-7.5,839,772,8.7,1854,40.1,2008,41.7,-1.6,1663,36,1047,21.7,14.3,4561,1.3,4818,0,1541,1163,3020,3655,-37.6
17031310700,1314,1864,-29.5,28,60,-53.3,58,36,61.1,949,1371,-30.8,269,423,-36.4,581,44.2,694,37.2,7,341,26,729,39.1,-13.1,1290,1.8,1550,16.8,327,265,963,1285,-39.3
17031310800,4020,4631,-13.2,25,24,4.2,53,0,UNDEF,3467,4130,-16.1,416,477,-12.8,1480,36.8,2340,50.5,-13.7,1205,30,654,14.1,15.9,4015,0.1,4631,0,760,1639,3255,2992,134.6
17031310900,5209,5235,-0.5,120,108,11.1,19,30,-36.7,4594,4699,-2.2,464,343,35.3,1762,33.8,2004,38.3,-4.5,1360,26.1,837,16,10.1,5209,0,5235,0,1510,1400,3699,3835,-10.6
17031320100,12485,7543,65.5,682,308,121.4,2084,1346,54.8,859,362,137.3,8705,5389,61.5,704,5.6,341,4.5,1.1,10154,81.3,3805,50.4,30.9,12250,1.9,7543,0,5021,3623,7229,3920,33.1
17031320400,3057,558,447.8,399,9,4333.3,513,109,370.6,192,48,300,1858,369,403.5,26,0.9,53,9.5,-8.6,881,28.8,237,42.5,-13.7,993,67.5,325,41.8,619,214,374,111,16.5
17031320600,4611,3333,38.3,817,521,56.8,860,666,29.1,205,37,454.1,2574,1989,29.4,163,3.5,240,7.2,-3.7,3832,83.1,1577,47.3,35.8,4611,0,3333,0,1616,1588,2995,1745,68.7
17031330100,18400,12959,42,4185,4264,-1.9,4249,1549,174.3,1124,770,46,8535,6034,41.4,990,5.4,1539,11.9,-6.5,13781,74.9,6323,48.8,26.1,18224,1,12796,1.3,10030,6742,8194,6054,-9
17031330200,3584,3699,-3.1,1041,1255,-17.1,864,725,19.2,86,118,-27.1,1427,1588,-10.1,608,17,336,9.1,7.9,2316,64.6,1461,39.5,25.1,3584,0,3699,0,2177,2902,1407,797,135.3
17031340300,1812,2028,-10.7,30,0,UNDEF,1390,1456,-4.5,56,190,-70.5,322,291,10.7,879,48.5,958,47.2,1.3,424,23.4,331,16.3,7.1,1812,0,2028,0,848,1035,964,993,18.5
17031340400,2124,1887,12.6,34,0,UNDEF,1808,1248,44.9,67,153,-56.2,171,329,-48,1013,47.7,825,43.7,4,479,22.6,423,22.4,0.2,2119,0.2,1887,0,961,981,1158,906,30.5
17031340500,1484,1625,-8.7,74,258,-71.3,508,388,30.9,146,229,-36.2,750,717,4.6,631,42.5,905,55.7,-13.2,630,42.5,413,25.4,17.1,1484,0,1625,0,433,452,1051,1173,-6.5
17031340600,872,1005,-13.2,844,1005,-16,0,0,UNDEF,3,0,UNDEF,0,0,UNDEF,347,39.8,440,43.8,-4,194,22.2,299,29.8,-7.6,872,0,1005,0,20,0,852,1005,0
17031350100,2077,2228,-6.8,1093,1380,-20.8,691,489,41.3,69,62,11.3,123,224,-45.1,166,8,315,14.1,-6.1,1504,72.4,1207,54.2,18.2,2077,0,2228,0,16,0,2061,2228,0
17031350400,1704,527,223.3,1644,527,212,0,0,UNDEF,5,0,UNDEF,22,0,UNDEF,476,27.9,203,38.5,-10.6,353,20.7,177,33.6,-12.9,1704,0,527,0,0,0,1704,527,0
17031351000,3796,3400,11.6,2717,2683,1.3,788,552,42.8,15,24,-37.5,221,123,79.7,573,15.1,574,16.9,-1.8,2524,66.5,1423,41.9,24.6,3796,0,3400,0,435,372,3361,3028,-5.1
17031351100,1992,2252,-11.5,1918,2252,-14.8,0,0,UNDEF,10,0,UNDEF,36,0,UNDEF,475,23.8,862,38.3,-14.5,508,25.5,335,14.9,10.6,1992,0,2252,0,99,0,1893,2252,0
17031351400,1725,1385,24.5,1483,1252,18.5,0,0,UNDEF,35,105,-66.7,183,28,553.6,688,39.9,525,37.9,2,436,25.3,387,27.9,-2.6,1652,4.2,1385,0,101,132,1551,1253,61.8
17031351500,446,73,511,232,56,314.3,107,17,529.4,19,0,UNDEF,88,0,UNDEF,72,16.1,8,11,5.1,180,40.4,172,235.6,-195.2,446,0,73,0,92,0,354,73,0
17031360200,1606,951,68.9,1548,886,74.7,54,0,UNDEF,0,29,-100,4,0,UNDEF,352,21.9,255,26.8,-4.9,448,27.9,237,24.9,3,1606,0,951,0,60,142,1546,809,352.3
17031380100,1891,2220,-14.8,1810,2139,-15.4,0,0,UNDEF,0,0,UNDEF,42,73,-42.5,530,28,702,31.6,-3.6,794,42,736,33.2,8.8,1886,0.3,2220,0,367,644,1519,1576,69.1
17031380200,1770,1660,6.6,1626,1621,0.3,19,0,UNDEF,62,8,675,19,12,58.3,661,37.3,730,44,-6.7,783,44.2,601,36.2,8,1770,0,1660,0,190,343,1580,1317,116.6
17031380500,751,302,148.7,748,302,147.7,2,0,UNDEF,1,0,UNDEF,0,0,UNDEF,205,27.3,10,3.3,24,180,24,195,64.6,-40.6,751,0,302,0,0,0,751,302,0
17031380700,1085,1266,-14.3,897,1107,-19,8,10,-20,20,23,-13,129,117,10.3,516,47.6,518,40.9,6.7,392,36.1,432,34.1,2,860,20.7,1074,15.2,136,110,724,964,-39.3
17031381200,1839,2049,-10.2,1686,1875,-10.1,0,22,-100,34,7,385.7,37,101,-63.4,285,15.5,472,23,-7.5,1010,54.9,863,42.1,12.8,1839,0,2049,0,556,876,1283,1173,72.3
17031381400,1698,1730,-1.8,1698,1635,3.9,0,0,UNDEF,0,88,-100,0,39,-100,426,25.1,594,34.3,-9.2,557,32.8,438,25.3,7.5,1698,0,1730,0,514,596,1184,1134,21.1
17031381500,298,427,-30.2,260,427,-39.1,5,0,UNDEF,16,0,UNDEF,17,0,UNDEF,69,23.2,98,23,0.2,120,40.3,278,65.1,-24.8,298,0,427,0,30,19,268,408,-58.4
17031381700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031381800,1142,861,32.6,1075,788,36.4,5,0,UNDEF,6,16,-62.5,37,28,32.1,324,28.4,265,30.8,-2.4,474,41.5,364,42.3,-0.8,1111,2.7,861,0,166,202,945,659,74.5
17031381900,1242,1443,-13.9,1141,1397,-18.3,0,0,UNDEF,28,0,UNDEF,73,17,329.4,284,22.9,280,19.4,3.5,603,48.6,472,32.7,15.9,1242,0,1443,0,439,429,803,1014,-22.6
17031390100,1466,1401,4.6,1279,1329,-3.8,54,8,575,60,8,650,33,41,-19.5,284,19.4,416,29.7,-10.3,728,49.7,543,38.8,10.9,1466,0,1401,0,636,595,830,806,-3.7
17031390200,1647,1848,-10.9,1322,1550,-14.7,78,221,-64.7,21,0,UNDEF,204,63,223.8,190,11.5,245,13.3,-1.8,988,60,882,47.7,12.3,1642,0.3,1848,0,981,1384,661,464,101
17031390300,2668,2572,3.7,2337,2460,-5,16,0,UNDEF,17,5,240,226,53,326.4,671,25.1,827,32.2,-7.1,1110,41.6,782,30.4,11.2,2522,5.5,2481,3.5,346,432,2176,2049,32.6
17031390400,2359,3157,-25.3,2048,2946,-30.5,20,8,150,44,31,41.9,196,132,48.5,673,28.5,739,23.4,5.1,1216,51.5,1107,35.1,16.4,2297,2.6,3157,0,467,1033,1830,2124,90.6
17031390500,1551,1413,9.8,1003,909,10.3,120,91,31.9,87,78,11.5,372,333,11.7,192,12.4,252,17.8,-5.4,872,56.2,502,35.5,20.7,1546,0.3,1413,0,645,762,901,651,63.5
17031390600,1867,2023,-7.7,775,968,-19.9,41,140,-70.7,86,50,72,859,718,19.6,103,5.5,54,2.7,2.8,1237,66.3,664,32.8,33.5,1862,0.3,2023,0,1037,1201,825,822,16.2
17031390700,5312,5388,-1.4,2914,2709,7.6,1080,850,27.1,188,225,-16.4,1013,1495,-32.2,370,7,473,8.8,-1.8,3721,70,2470,45.8,24.2,5312,0,5388,0,1758,1719,3554,3669,-5.3
17031400300,1250,1476,-15.3,1117,1476,-24.3,8,0,UNDEF,92,0,UNDEF,29,0,UNDEF,251,20.1,392,26.6,-6.5,468,37.4,600,40.7,-3.3,1215,2.8,1476,0,213,484,1002,992,129.5
17031400400,1913,1559,22.7,1903,1526,24.7,0,9,-100,13,30,-56.7,0,7,-100,427,22.3,472,30.3,-8,686,35.9,375,24.1,11.8,1889,1.3,1559,0,272,280,1617,1279,30.1
17031400500,2242,2012,11.4,2210,1977,11.8,0,0,UNDEF,0,0,UNDEF,5,9,-44.4,593,26.4,813,40.4,-14,536,23.9,402,20,3.9,2242,0,2012,0,390,98,1852,1914,-75.7
17031400800,2990,1974,51.5,2773,1965,41.1,0,0,UNDEF,0,0,UNDEF,8,0,UNDEF,943,31.5,577,29.2,2.3,750,25.1,432,21.9,3.2,2990,0,1974,0,178,107,2812,1867,-9.5
17031410100,1760,1697,3.7,820,858,-4.4,122,84,45.2,303,321,-5.6,461,425,8.5,157,8.9,310,18.3,-9.4,1162,66,747,44,22,1745,0.9,1697,0,413,479,1332,1218,26.8
17031410200,1364,1078,26.5,279,375,-25.6,374,174,114.9,121,12,908.3,533,449,18.7,62,4.5,85,7.9,-3.4,721,52.9,462,42.9,10,1088,20.2,1078,0,161,351,927,727,178
